start date: 09/17/2009 14:28:54.859
finish date: 09/17/2009 14:28:55.859
time, date: 0.178579, 09/17/2009 02:28:55.031
time, date: 0.182352, 09/17/2009 02:28:55.031
time, date: 0.183422, 09/17/2009 02:28:55.031
time, date: 0.184437, 09/17/2009 02:28:55.046
time, date: 0.185476, 09/17/2009 02:28:55.046
time, date: 0.186552, 09/17/2009 02:28:55.046
time, date: 0.187556, 09/17/2009 02:28:55.046
time, date: 0.188606, 09/17/2009 02:28:55.046
time, date: 0.189620, 09/17/2009 02:28:55.046
time, date: 0.190651, 09/17/2009 02:28:55.046
time, date: 0.191637, 09/17/2009 02:28:55.046
time, date: 0.192642, 09/17/2009 02:28:55.046
time, date: 0.193625, 09/17/2009 02:28:55.046
time, date: 0.194635, 09/17/2009 02:28:55.046
time, date: 0.195670, 09/17/2009 02:28:55.046
time, date: 0.196622, 09/17/2009 02:28:55.046
time, date: 0.197573, 09/17/2009 02:28:55.046
time, date: 0.198525, 09/17/2009 02:28:55.046
time, date: 0.199465, 09/17/2009 02:28:55.062
time, date: 0.200789, 09/17/2009 02:28:55.062
time, date: 0.202257, 09/17/2009 02:28:55.062
time, date: 0.203224, 09/17/2009 02:28:55.062
time, date: 0.204736, 09/17/2009 02:28:55.062
time, date: 0.205758, 09/17/2009 02:28:55.062
time, date: 0.206756, 09/17/2009 02:28:55.062
time, date: 0.207871, 09/17/2009 02:28:55.062
time, date: 0.208820, 09/17/2009 02:28:55.062
time, date: 0.209694, 09/17/2009 02:28:55.062
time, date: 0.210561, 09/17/2009 02:28:55.062
time, date: 0.211463, 09/17/2009 02:28:55.062
time, date: 0.212418, 09/17/2009 02:28:55.062
time, date: 0.213247, 09/17/2009 02:28:55.062
time, date: 0.214186, 09/17/2009 02:28:55.062
time, date: 0.215361, 09/17/2009 02:28:55.078
time, date: 0.216150, 09/17/2009 02:28:55.078
time, date: 0.216966, 09/17/2009 02:28:55.078
time, date: 0.217756, 09/17/2009 02:28:55.078
time, date: 0.218486, 09/17/2009 02:28:55.078
time, date: 0.219318, 09/17/2009 02:28:55.078
time, date: 0.220037, 09/17/2009 02:28:55.078
time, date: 0.220705, 09/17/2009 02:28:55.078
time, date: 0.221350, 09/17/2009 02:28:55.078
time, date: 0.221992, 09/17/2009 02:28:55.078
time, date: 0.222632, 09/17/2009 02:28:55.078
time, date: 0.223352, 09/17/2009 02:28:55.078
time, date: 0.224064, 09/17/2009 02:28:55.078
time, date: 0.224689, 09/17/2009 02:28:55.078
time, date: 0.225316, 09/17/2009 02:28:55.078
time, date: 0.225932, 09/17/2009 02:28:55.078
time, date: 0.226606, 09/17/2009 02:28:55.078
time, date: 0.227379, 09/17/2009 02:28:55.078
time, date: 0.228052, 09/17/2009 02:28:55.078
time, date: 0.228672, 09/17/2009 02:28:55.078
time, date: 0.229343, 09/17/2009 02:28:55.078
time, date: 0.229960, 09/17/2009 02:28:55.078
time, date: 0.230567, 09/17/2009 02:28:55.078
time, date: 0.231428, 09/17/2009 02:28:55.093
time, date: 0.232233, 09/17/2009 02:28:55.093
time, date: 0.232875, 09/17/2009 02:28:55.093
time, date: 0.233490, 09/17/2009 02:28:55.093
time, date: 0.234103, 09/17/2009 02:28:55.093
time, date: 0.234704, 09/17/2009 02:28:55.093
time, date: 0.235324, 09/17/2009 02:28:55.093
time, date: 0.235990, 09/17/2009 02:28:55.093
time, date: 0.236611, 09/17/2009 02:28:55.093
time, date: 0.237320, 09/17/2009 02:28:55.093
time, date: 0.237955, 09/17/2009 02:28:55.093
time, date: 0.238559, 09/17/2009 02:28:55.093
time, date: 0.239184, 09/17/2009 02:28:55.093
time, date: 0.243412, 09/17/2009 02:28:55.093
time, date: 0.244124, 09/17/2009 02:28:55.093
time, date: 0.244745, 09/17/2009 02:28:55.093
time, date: 0.245343, 09/17/2009 02:28:55.093
time, date: 0.245948, 09/17/2009 02:28:55.093
time, date: 0.246613, 09/17/2009 02:28:55.109
time, date: 0.247215, 09/17/2009 02:28:55.109
time, date: 0.247858, 09/17/2009 02:28:55.109
time, date: 0.248468, 09/17/2009 02:28:55.109
time, date: 0.249043, 09/17/2009 02:28:55.109
time, date: 0.249810, 09/17/2009 02:28:55.109
time, date: 0.250429, 09/17/2009 02:28:55.109
time, date: 0.251065, 09/17/2009 02:28:55.109
time, date: 0.251832, 09/17/2009 02:28:55.109
time, date: 0.252842, 09/17/2009 02:28:55.109
time, date: 0.253459, 09/17/2009 02:28:55.109
time, date: 0.254388, 09/17/2009 02:28:55.109
time, date: 0.255255, 09/17/2009 02:28:55.109
time, date: 0.256806, 09/17/2009 02:28:55.109
time, date: 0.257636, 09/17/2009 02:28:55.109
time, date: 0.258191, 09/17/2009 02:28:55.109
time, date: 0.258734, 09/17/2009 02:28:55.109
time, date: 0.259275, 09/17/2009 02:28:55.109
time, date: 0.259835, 09/17/2009 02:28:55.109
time, date: 0.260350, 09/17/2009 02:28:55.109
time, date: 0.260833, 09/17/2009 02:28:55.109
time, date: 0.261339, 09/17/2009 02:28:55.109
time, date: 0.261839, 09/17/2009 02:28:55.109
time, date: 0.262474, 09/17/2009 02:28:55.125
time, date: 0.262946, 09/17/2009 02:28:55.125
time, date: 0.263726, 09/17/2009 02:28:55.125
time, date: 0.264293, 09/17/2009 02:28:55.125
time, date: 0.264742, 09/17/2009 02:28:55.125
time, date: 0.265230, 09/17/2009 02:28:55.125
time, date: 0.265690, 09/17/2009 02:28:55.125
time, date: 0.266227, 09/17/2009 02:28:55.125
time, date: 0.266648, 09/17/2009 02:28:55.125
time, date: 0.267089, 09/17/2009 02:28:55.125
time, date: 0.267504, 09/17/2009 02:28:55.125
time, date: 0.267913, 09/17/2009 02:28:55.125
time, date: 0.268448, 09/17/2009 02:28:55.125
time, date: 0.268848, 09/17/2009 02:28:55.125
time, date: 0.269346, 09/17/2009 02:28:55.125
time, date: 0.269738, 09/17/2009 02:28:55.125
time, date: 0.270128, 09/17/2009 02:28:55.125
time, date: 0.270518, 09/17/2009 02:28:55.125
time, date: 0.270907, 09/17/2009 02:28:55.125
time, date: 0.271428, 09/17/2009 02:28:55.125
time, date: 0.271818, 09/17/2009 02:28:55.125
time, date: 0.272258, 09/17/2009 02:28:55.125
time, date: 0.272661, 09/17/2009 02:28:55.125
time, date: 0.273064, 09/17/2009 02:28:55.125
time, date: 0.273447, 09/17/2009 02:28:55.125
time, date: 0.273825, 09/17/2009 02:28:55.125
time, date: 0.274210, 09/17/2009 02:28:55.125
time, date: 0.274582, 09/17/2009 02:28:55.125
time, date: 0.274965, 09/17/2009 02:28:55.125
time, date: 0.275336, 09/17/2009 02:28:55.125
time, date: 0.275704, 09/17/2009 02:28:55.125
time, date: 0.276147, 09/17/2009 02:28:55.125
time, date: 0.276513, 09/17/2009 02:28:55.125
time, date: 0.276910, 09/17/2009 02:28:55.125
time, date: 0.277275, 09/17/2009 02:28:55.125
time, date: 0.277640, 09/17/2009 02:28:55.140
time, date: 0.278883, 09/17/2009 02:28:55.140
time, date: 0.279260, 09/17/2009 02:28:55.140
time, date: 0.279631, 09/17/2009 02:28:55.140
time, date: 0.280024, 09/17/2009 02:28:55.140
time, date: 0.280394, 09/17/2009 02:28:55.140
time, date: 0.280775, 09/17/2009 02:28:55.140
time, date: 0.281146, 09/17/2009 02:28:55.140
time, date: 0.281517, 09/17/2009 02:28:55.140
time, date: 0.281931, 09/17/2009 02:28:55.140
time, date: 0.282304, 09/17/2009 02:28:55.140
time, date: 0.282692, 09/17/2009 02:28:55.140
time, date: 0.283065, 09/17/2009 02:28:55.140
time, date: 0.283434, 09/17/2009 02:28:55.140
time, date: 0.283816, 09/17/2009 02:28:55.140
time, date: 0.284189, 09/17/2009 02:28:55.140
time, date: 0.284560, 09/17/2009 02:28:55.140
time, date: 0.284938, 09/17/2009 02:28:55.140
time, date: 0.285309, 09/17/2009 02:28:55.140
time, date: 0.285995, 09/17/2009 02:28:55.140
