start date: 09/28/2009 09:58:45.696
finish date: 09/28/2009 09:58:46.696
time, date: 0.020588, 09/28/2009 09:58:45.717
time, date: 0.022978, 09/28/2009 09:58:45.719
time, date: 0.023587, 09/28/2009 09:58:45.720
time, date: 0.024210, 09/28/2009 09:58:45.721
time, date: 0.025041, 09/28/2009 09:58:45.722
time, date: 0.025692, 09/28/2009 09:58:45.722
time, date: 0.026273, 09/28/2009 09:58:45.723
time, date: 0.026888, 09/28/2009 09:58:45.723
time, date: 0.027474, 09/28/2009 09:58:45.724
time, date: 0.028114, 09/28/2009 09:58:45.725
time, date: 0.028729, 09/28/2009 09:58:45.725
time, date: 0.029269, 09/28/2009 09:58:45.726
time, date: 0.029820, 09/28/2009 09:58:45.726
time, date: 0.030451, 09/28/2009 09:58:45.727
time, date: 0.031086, 09/28/2009 09:58:45.728
time, date: 0.031808, 09/28/2009 09:58:45.728
time, date: 0.032543, 09/28/2009 09:58:45.729
time, date: 0.033091, 09/28/2009 09:58:45.730
time, date: 0.033652, 09/28/2009 09:58:45.730
time, date: 0.034189, 09/28/2009 09:58:45.731
time, date: 0.034767, 09/28/2009 09:58:45.731
time, date: 0.035338, 09/28/2009 09:58:45.732
time, date: 0.035923, 09/28/2009 09:58:45.732
time, date: 0.036497, 09/28/2009 09:58:45.733
time, date: 0.037076, 09/28/2009 09:58:45.734
time, date: 0.037652, 09/28/2009 09:58:45.734
time, date: 0.038299, 09/28/2009 09:58:45.735
time, date: 0.038908, 09/28/2009 09:58:45.735
time, date: 0.039460, 09/28/2009 09:58:45.736
time, date: 0.040012, 09/28/2009 09:58:45.737
time, date: 0.040796, 09/28/2009 09:58:45.737
time, date: 0.041543, 09/28/2009 09:58:45.738
time, date: 0.042068, 09/28/2009 09:58:45.739
time, date: 0.042555, 09/28/2009 09:58:45.739
time, date: 0.043071, 09/28/2009 09:58:45.740
time, date: 0.043959, 09/28/2009 09:58:45.740
time, date: 0.044474, 09/28/2009 09:58:45.741
time, date: 0.044929, 09/28/2009 09:58:45.741
time, date: 0.045441, 09/28/2009 09:58:45.742
